Transaction_ID,Date,Item_Name,Category,Time_Slot,Day_Type,Weather_State,Base_Price_₹,Recommended_Price_₹,Quantity_Units,Static_Revenue_₹,Dynamic_Revenue_₹,Revenue_Difference_₹,Direction,Demand_Verdict,Review_Flag
4334,2024-07-21,Burnt Garlic Cheese Fondue,Fondue,Dinner,Weekend,Light Drizzle,579,580,2,1158,1160,2,HOLD,NORMAL,REVIEW_REQUIRED
4335,2024-07-21,Caprese Bruschetta,Share-A-Plate,Dinner,Weekend,Light Drizzle,325,325,1,325,325,0,HOLD,NORMAL,OK
4336,2024-07-21,Blueberry Mojito,Mocktails,Afternoon,Weekend,Light Drizzle,140,140,1,140,140,0,HOLD,NORMAL,OK
4337,2024-07-21,Hazelnut Frappe,Frappe,Afternoon,Weekend,Light Drizzle,190,190,2,380,380,0,HOLD,NORMAL,OK
4338,2024-07-21,Chili Garlic Cottage Cheese,Share-A-Plate,Afternoon,Weekend,Light Drizzle,215,215,2,430,430,0,HOLD,NORMAL,OK
4339,2024-07-21,Tomato & Bell Pepper Soup,Soup,Afternoon,Weekend,Light Drizzle,149,150,1,149,150,1,HOLD,NORMAL,OK
4340,2024-07-21,Chocolate Almond Smoothie Bowl,Wholesome Breakfast,Morning,Weekend,Light Drizzle,420,420,1,420,420,0,HOLD,NORMAL,REVIEW_REQUIRED
4341,2024-07-21,Blend Breakfast,Wholesome Breakfast,Morning,Weekend,Light Drizzle,345,345,1,345,345,0,HOLD,NORMAL,OK
4342,2024-07-21,Café Latte,Hot Brews,Morning,Weekend,Light Drizzle,160,160,1,160,160,0,HOLD,NORMAL,OK
4343,2024-07-21,Chocolate Walnut Brownie,Dessert,Afternoon,Weekend,Light Drizzle,200,200,1,200,200,0,HOLD,NORMAL,OK
4344,2024-07-21,Mix Veg Double Cheese Burger,Sandwiches Burgers Wraps,Evening,Weekend,Light Drizzle,189,190,2,378,380,2,HOLD,NORMAL,OK
4345,2024-07-21,Chocolate Chip Cookie,Bakery,Evening,Weekend,Light Drizzle,50,50,1,50,50,0,HOLD,NORMAL,OK
4346,2024-07-21,Eggs To Order Plain,Classic Eggs,Evening,Weekend,Light Drizzle,135,135,1,135,135,0,HOLD,NORMAL,OK
4347,2024-07-21,ABC Juice (Apple Beetroot Carrot),Cold Press Juices,Morning,Weekend,Light Drizzle,250,250,1,250,250,0,HOLD,NORMAL,OK
4348,2024-07-21,Caramel Frappe,Frappe,Evening,Weekend,Light Drizzle,190,190,1,190,190,0,HOLD,NORMAL,OK
4349,2024-07-21,Eggs To Order Plain,Classic Eggs,Evening,Weekend,Light Drizzle,135,135,2,270,270,0,HOLD,NORMAL,OK
4350,2024-07-21,Carbonara,Pasta,Dinner,Weekend,Light Drizzle,450,450,1,450,450,0,HOLD,NORMAL,REVIEW_REQUIRED
4351,2024-07-21,Masala Chai,Hot Beverages,Evening,Weekend,Light Drizzle,120,120,1,120,120,0,HOLD,NORMAL,OK
4352,2024-07-21,Mexican Panini,Sandwiches Burgers Wraps,Evening,Weekend,Light Drizzle,169,170,1,169,170,1,HOLD,NORMAL,OK
4353,2024-07-21,Hazelnut Frappe,Frappe,Evening,Weekend,Light Drizzle,190,190,1,190,190,0,HOLD,NORMAL,OK
4354,2024-07-21,Tres Leches Cake,Dessert,Evening,Weekend,Light Drizzle,215,215,1,215,215,0,HOLD,NORMAL,OK
4355,2024-07-21,Lotus Biscoff Shake,Premium Shakes,Evening,Weekend,Light Drizzle,400,400,1,400,400,0,HOLD,NORMAL,OK
4356,2024-07-21,Fish Fillet Burger,Sandwiches Burgers Wraps,Evening,Weekend,Light Drizzle,350,350,1,350,350,0,HOLD,NORMAL,OK
4357,2024-07-21,Marshmallow Hot Chocolate,Hot Chocolate,Evening,Weekend,Light Drizzle,200,200,1,200,200,0,HOLD,NORMAL,OK
4358,2024-07-21,Spicy Guava Mocktail,Mocktails,Evening,Weekend,Light Drizzle,180,180,1,180,180,0,HOLD,NORMAL,OK
4359,2024-07-21,Hazelnut Hot Chocolate,Hot Chocolate,Evening,Weekend,Light Drizzle,160,160,1,160,160,0,HOLD,NORMAL,OK
4360,2024-07-21,Chocolate Walnut Brownie,Dessert,Evening,Weekend,Light Drizzle,200,200,1,200,200,0,HOLD,NORMAL,OK
4361,2024-07-21,Margherita Pizza,Pizza,Afternoon,Weekend,Light Drizzle,299,300,1,299,300,1,HOLD,NORMAL,OK
4362,2024-07-21,Chocolate Walnut Brownie,Dessert,Afternoon,Weekend,Light Drizzle,200,200,2,400,400,0,HOLD,NORMAL,OK
4363,2024-07-21,WAO Juice (Watermelon Apple Orange),Cold Press Juices,Afternoon,Weekend,Light Drizzle,270,270,1,270,270,0,HOLD,NORMAL,OK
4364,2024-07-21,Paneer Puff,Bakery,Afternoon,Weekend,Light Drizzle,85,85,1,85,85,0,HOLD,NORMAL,OK
4365,2024-07-21,Loaded Nachos,Share-A-Plate,Dinner,Weekend,Light Drizzle,210,210,1,210,210,0,HOLD,NORMAL,OK
4366,2024-07-21,Minty Cookie Cappuccino,Hot Brews,Dinner,Weekend,Light Drizzle,190,190,1,190,190,0,HOLD,NORMAL,OK
4367,2024-07-21,Pad Thai,Blended Full Meals,Dinner,Weekend,Light Drizzle,369,370,2,738,740,2,HOLD,NORMAL,OK
4368,2024-07-21,Tonkatsu Ramen Bowl,Large Soup Bowls,Dinner,Weekend,Light Drizzle,359,360,1,359,360,1,HOLD,NORMAL,OK
4369,2024-07-21,Loaded Nachos,Share-A-Plate,Evening,Weekend,Light Drizzle,210,210,1,210,210,0,HOLD,NORMAL,OK
4370,2024-07-21,Cheese Chili Garlic Bread,Share-A-Plate,Evening,Weekend,Light Drizzle,185,185,2,370,370,0,HOLD,NORMAL,OK
4371,2024-07-21,Hazelnut Hot Chocolate,Hot Chocolate,Evening,Weekend,Light Drizzle,160,160,2,320,320,0,HOLD,NORMAL,OK
4372,2024-07-21,Brownie Blast Shake,Premium Shakes,Evening,Weekend,Light Drizzle,260,260,1,260,260,0,HOLD,NORMAL,OK
4373,2024-07-21,Chocolate Chip Cookie,Bakery,Evening,Weekend,Light Drizzle,50,50,1,50,50,0,HOLD,NORMAL,OK
4374,2024-07-21,Tres Leches Cake,Dessert,Evening,Weekend,Light Drizzle,215,215,1,215,215,0,HOLD,NORMAL,OK
4375,2024-07-21,Veg Toast / Plain Sandwich,Sandwiches Burgers Wraps,Morning,Weekend,Light Drizzle,120,120,1,120,120,0,HOLD,NORMAL,OK
4376,2024-07-21,Chocolate Chip Cookie,Bakery,Morning,Weekend,Light Drizzle,50,50,1,50,50,0,HOLD,NORMAL,OK
4377,2024-07-21,Scrambled Eggs / Bhurji,Classic Eggs,Morning,Weekend,Light Drizzle,145,145,1,145,145,0,HOLD,NORMAL,OK
4378,2024-07-21,Blend Breakfast,Wholesome Breakfast,Morning,Weekend,Light Drizzle,345,345,1,345,345,0,HOLD,NORMAL,OK
4379,2024-07-21,Chole Puri,Wholesome Breakfast,Morning,Weekend,Light Drizzle,125,125,1,125,125,0,HOLD,NORMAL,OK
4380,2024-07-21,ABC Juice (Apple Beetroot Carrot),Cold Press Juices,Morning,Weekend,Light Drizzle,250,250,1,250,250,0,HOLD,NORMAL,OK
4381,2024-07-21,Stuffed Paratha Paneer,Wholesome Breakfast,Morning,Weekend,Light Drizzle,129,130,1,129,130,1,HOLD,NORMAL,OK
4382,2024-07-21,Very Berry Super Shake,Premium Shakes,Afternoon,Weekend,Light Drizzle,240,240,2,480,480,0,HOLD,NORMAL,OK
4383,2024-07-21,Veg Puff,Bakery,Afternoon,Weekend,Light Drizzle,55,55,2,110,110,0,HOLD,NORMAL,OK
4384,2024-07-21,Nutella Pancakes,Pancakes & Waffwich,Morning,Weekend,Light Drizzle,289,290,1,289,290,1,HOLD,NORMAL,OK
4385,2024-07-21,Garlic Bread,Share-A-Plate,Morning,Weekend,Light Drizzle,129,130,1,129,130,1,HOLD,NORMAL,OK
4386,2024-07-22,Ham & Cheese Omelette,Classic Eggs,Evening,Weekday,Clear After Rain,189,190,2,378,380,2,HOLD,NORMAL,OK
4387,2024-07-22,Affogato,Hot Brews,Evening,Weekday,Clear After Rain,170,170,1,170,170,0,HOLD,NORMAL,OK
4388,2024-07-22,Eggs To Order Chicken,Classic Eggs,Evening,Weekday,Clear After Rain,165,165,2,330,330,0,HOLD,NORMAL,OK
4389,2024-07-22,Iced Americano,Cold Brews,Evening,Weekday,Clear After Rain,150,150,1,150,150,0,HOLD,NORMAL,OK
4390,2024-07-22,Iced Caramel Latte,Cold Brews,Evening,Weekday,Clear After Rain,200,200,1,200,200,0,HOLD,NORMAL,OK
4391,2024-07-22,French Vanilla Shake,Premium Shakes,Evening,Weekday,Clear After Rain,200,200,1,200,200,0,HOLD,NORMAL,OK
4392,2024-07-22,Americano,Hot Brews,Evening,Weekday,Clear After Rain,160,160,1,160,160,0,HOLD,NORMAL,OK
4393,2024-07-22,The Dominator Burger,Sandwiches Burgers Wraps,Dinner,Weekday,Clear After Rain,369,420,1,369,420,51,INCREASE,HIGH,OK
4394,2024-07-22,Exotic Chicken Taco,Blended Full Meals,Dinner,Weekday,Clear After Rain,565,640,1,565,640,75,INCREASE,HIGH,REVIEW_REQUIRED
4395,2024-07-22,Chicken Cream & Cheddar Soup,Soup,Dinner,Weekday,Clear After Rain,229,260,1,229,260,31,INCREASE,HIGH,OK
4396,2024-07-22,Chicken Hakka Dry Chili,Share-A-Plate,Dinner,Weekday,Clear After Rain,359,360,1,359,360,1,INCREASE,HIGH,OK
4397,2024-07-22,Pesto Penne,Pasta,Dinner,Weekday,Clear After Rain,399,455,1,399,455,56,INCREASE,HIGH,OK
4398,2024-07-22,Greek-O-Greek Pizza,Pizza,Dinner,Weekday,Clear After Rain,420,475,1,420,475,55,INCREASE,HIGH,REVIEW_REQUIRED
4399,2024-07-22,Affogato,Hot Brews,Dinner,Weekday,Clear After Rain,170,195,1,170,195,25,INCREASE,HIGH,OK
4400,2024-07-22,Mexican Vegetable Stew And Rice,Blended Full Meals,Dinner,Weekday,Clear After Rain,329,375,2,658,750,92,INCREASE,HIGH,OK
4401,2024-07-22,Fresh Fruit Juice,Cold Beverages,Morning,Weekday,Clear After Rain,200,200,1,200,200,0,HOLD,NORMAL,OK
4402,2024-07-22,BGCLS Juice,Cold Press Juices,Morning,Weekday,Clear After Rain,280,280,1,280,280,0,HOLD,NORMAL,OK
4403,2024-07-22,Carbonara,Pasta,Dinner,Weekday,Clear After Rain,450,515,2,900,1030,130,INCREASE,HIGH,REVIEW_REQUIRED
4404,2024-07-22,Penne Alfredo,Pasta,Dinner,Weekday,Clear After Rain,329,340,1,329,340,11,INCREASE,HIGH,OK
4405,2024-07-22,Hazelnut Hot Chocolate,Hot Chocolate,Evening,Weekday,Clear After Rain,160,160,1,160,160,0,HOLD,NORMAL,OK
4406,2024-07-22,Classic BLT,Sandwiches Burgers Wraps,Evening,Weekday,Clear After Rain,249,250,1,249,250,1,HOLD,NORMAL,OK
4407,2024-07-22,Blue Ocean Mocktail,Mocktails,Evening,Weekday,Clear After Rain,160,160,2,320,320,0,HOLD,NORMAL,OK
4408,2024-07-22,Salted Caramel Mocha,Hot Brews,Evening,Weekday,Clear After Rain,200,200,1,200,200,0,HOLD,NORMAL,OK
4409,2024-07-22,Americano,Hot Brews,Morning,Weekday,Clear After Rain,160,160,1,160,160,0,HOLD,NORMAL,OK
4410,2024-07-22,Veg Puff,Bakery,Afternoon,Weekday,Clear After Rain,55,55,1,55,55,0,HOLD,NORMAL,OK
4411,2024-07-22,Soy Ramen Bowl,Large Soup Bowls,Afternoon,Weekday,Clear After Rain,349,350,2,698,700,2,HOLD,NORMAL,OK
4412,2024-07-22,Mix Veg Dumplings,Steam Basket,Dinner,Weekday,Clear After Rain,249,285,2,498,570,72,INCREASE,HIGH,OK
4413,2024-07-22,Jalapeño Cheese Fondue,Fondue,Dinner,Weekday,Clear After Rain,695,790,1,695,790,95,INCREASE,HIGH,REVIEW_REQUIRED
4414,2024-07-22,Blue Ocean Mocktail,Mocktails,Dinner,Weekday,Clear After Rain,160,180,1,160,180,20,INCREASE,HIGH,OK
4415,2024-07-22,Spicy Chicken Salad,Salad Bowls,Afternoon,Weekday,Clear After Rain,255,255,1,255,255,0,HOLD,NORMAL,OK
4416,2024-07-22,Crème Brulee,Dessert,Afternoon,Weekday,Clear After Rain,225,225,1,225,225,0,HOLD,NORMAL,OK
4417,2024-07-22,Mushroom Parma Bruschetta,Share-A-Plate,Dinner,Weekday,Clear After Rain,285,285,1,285,285,0,HOLD,HIGH,OK
4418,2024-07-22,Spicy Chicken Salad,Salad Bowls,Dinner,Weekday,Clear After Rain,255,290,1,255,290,35,INCREASE,HIGH,OK
4419,2024-07-22,Pho,Large Soup Bowls,Dinner,Weekday,Clear After Rain,349,350,1,349,350,1,INCREASE,HIGH,OK
4420,2024-07-22,Thai Coconut Curry,Blended Full Meals,Dinner,Weekday,Clear After Rain,389,445,1,389,445,56,INCREASE,HIGH,OK
4421,2024-07-22,Salted Fries,Share-A-Plate,Evening,Weekday,Clear After Rain,149,150,2,298,300,2,HOLD,NORMAL,OK
4422,2024-07-22,Bombay Masala Sandwich,Sandwiches Burgers Wraps,Evening,Weekday,Clear After Rain,139,140,1,139,140,1,HOLD,NORMAL,OK
4423,2024-07-23,Nutella Crème Donut,Bakery,Morning,Weekday,Heavy Rain,120,105,1,120,105,-15,DECREASE,LOW,OK
4424,2024-07-23,Americano,Hot Brews,Morning,Weekday,Heavy Rain,160,160,1,160,160,0,HOLD,NORMAL,OK
4425,2024-07-23,Veg Puff,Bakery,Morning,Weekday,Heavy Rain,55,50,1,55,50,-5,DECREASE,LOW,OK
4426,2024-07-23,Caramel Frappe,Frappe,Afternoon,Weekday,Heavy Rain,190,165,1,190,165,-25,DECREASE,LOW,OK
4427,2024-07-23,Filled Blueberry Donut,Bakery,Afternoon,Weekday,Heavy Rain,110,110,1,110,110,0,HOLD,LOW,OK
4428,2024-07-23,Mexican Panini,Sandwiches Burgers Wraps,Evening,Weekday,Heavy Rain,169,170,1,169,170,1,HOLD,NORMAL,OK
4429,2024-07-23,Paneer And Cheese Quesadilla,Share-A-Plate,Afternoon,Weekday,Heavy Rain,255,225,1,255,225,-30,DECREASE,LOW,OK
4430,2024-07-23,Tomato & Bell Pepper Soup,Soup,Afternoon,Weekday,Heavy Rain,149,150,1,149,150,1,HOLD,NORMAL,OK
4431,2024-07-23,Spicy Chicken Pao,Sandwiches Burgers Wraps,Afternoon,Weekday,Heavy Rain,159,145,1,159,145,-14,DECREASE,LOW,OK
4432,2024-07-23,Masala Chai,Hot Beverages,Morning,Weekday,Heavy Rain,120,120,1,120,120,0,HOLD,NORMAL,OK
4433,2024-07-23,Mexicana Pizza,Pizza,Dinner,Weekday,Heavy Rain,449,510,1,449,510,61,INCREASE,HIGH,REVIEW_REQUIRED
4434,2024-07-24,Thai Coconut Curry,Blended Full Meals,Dinner,Weekday,Clear After Rain,389,445,1,389,445,56,INCREASE,HIGH,OK
4435,2024-07-24,Kitkat Shake,Premium Shakes,Afternoon,Weekday,Clear After Rain,200,200,1,200,200,0,HOLD,NORMAL,OK
4436,2024-07-24,Pesto Penne,Pasta,Dinner,Weekday,Clear After Rain,399,455,1,399,455,56,INCREASE,HIGH,OK
4437,2024-07-24,Tiramisu,Dessert,Dinner,Weekday,Clear After Rain,300,325,1,300,325,25,INCREASE,HIGH,OK
4438,2024-07-24,Carbonara,Pasta,Dinner,Weekday,Clear After Rain,450,515,1,450,515,65,INCREASE,HIGH,REVIEW_REQUIRED
4439,2024-07-24,Watermelon Mojito,Mocktails,Afternoon,Weekday,Clear After Rain,160,160,1,160,160,0,HOLD,NORMAL,OK
4440,2024-07-24,Chili Garlic Cottage Cheese,Share-A-Plate,Afternoon,Weekday,Clear After Rain,215,215,1,215,215,0,HOLD,NORMAL,OK
4441,2024-07-24,Marshmallow Hot Chocolate,Hot Chocolate,Dinner,Weekday,Clear After Rain,200,225,1,200,225,25,INCREASE,HIGH,OK
4442,2024-07-24,Blue Ocean Mocktail,Mocktails,Dinner,Weekday,Clear After Rain,160,180,1,160,180,20,INCREASE,HIGH,OK
4443,2024-07-24,Americano,Hot Brews,Evening,Weekday,Clear After Rain,160,160,1,160,160,0,HOLD,NORMAL,OK
4444,2024-07-24,Grilled Chicken Burger,Sandwiches Burgers Wraps,Evening,Weekday,Clear After Rain,220,220,2,440,440,0,HOLD,NORMAL,OK
4445,2024-07-24,Cajun Cottage-Cheese Burger,Sandwiches Burgers Wraps,Afternoon,Weekday,Clear After Rain,255,255,2,510,510,0,HOLD,NORMAL,OK
4446,2024-07-24,Espresso,Hot Brews,Afternoon,Weekday,Clear After Rain,110,110,1,110,110,0,HOLD,NORMAL,OK
4447,2024-07-24,Chili Garlic Cottage Cheese,Share-A-Plate,Afternoon,Weekday,Clear After Rain,215,215,1,215,215,0,HOLD,NORMAL,OK
4448,2024-07-24,Penne Rose,Pasta,Afternoon,Weekday,Clear After Rain,335,335,1,335,335,0,HOLD,NORMAL,OK
4449,2024-07-24,Jalapeño Cheese Fondue,Fondue,Dinner,Weekday,Clear After Rain,695,790,2,1390,1580,190,INCREASE,HIGH,REVIEW_REQUIRED
4450,2024-07-24,Tiramisu,Dessert,Dinner,Weekday,Clear After Rain,300,325,1,300,325,25,INCREASE,HIGH,OK
4451,2024-07-24,Soy Ramen Bowl,Large Soup Bowls,Dinner,Weekday,Clear After Rain,349,395,1,349,395,46,INCREASE,HIGH,OK
4452,2024-07-24,Spicy Chicken Salad,Salad Bowls,Dinner,Weekday,Clear After Rain,255,290,1,255,290,35,INCREASE,HIGH,OK
4453,2024-07-24,Pepperoni Chicken Pizza,Pizza,Dinner,Weekday,Clear After Rain,559,595,1,559,595,36,INCREASE,HIGH,REVIEW_REQUIRED
4454,2024-07-24,Cheese Chili Garlic Bread,Share-A-Plate,Dinner,Weekday,Clear After Rain,185,195,1,185,195,10,INCREASE,HIGH,OK
4455,2024-07-24,Soy Ramen Bowl,Large Soup Bowls,Dinner,Weekday,Clear After Rain,349,395,2,698,790,92,INCREASE,HIGH,OK
4456,2024-07-24,Creamy Cheesy Hot Corn Bruschetta,Share-A-Plate,Dinner,Weekday,Clear After Rain,230,250,2,460,500,40,INCREASE,HIGH,OK
4457,2024-07-24,Virgin Pina Colada,Mocktails,Dinner,Weekday,Clear After Rain,200,215,2,400,430,30,INCREASE,HIGH,OK
4458,2024-07-24,Thai BBQ Chicken Satay,Share-A-Plate,Dinner,Weekday,Clear After Rain,355,405,1,355,405,50,INCREASE,HIGH,OK
4459,2024-07-24,New York Baked Cheesecake,Dessert,Dinner,Weekday,Clear After Rain,300,325,2,600,650,50,INCREASE,HIGH,OK
4460,2024-07-24,Affogato,Hot Brews,Dinner,Weekday,Clear After Rain,170,195,1,170,195,25,INCREASE,HIGH,OK
4461,2024-07-24,Veg Puff,Bakery,Morning,Weekday,Clear After Rain,55,55,2,110,110,0,HOLD,NORMAL,OK
4462,2024-07-24,Chinese Style Greens Panini,Sandwiches Burgers Wraps,Afternoon,Weekday,Clear After Rain,155,155,1,155,155,0,HOLD,NORMAL,OK
4463,2024-07-24,Egg Wrap,Sandwiches Burgers Wraps,Afternoon,Weekday,Clear After Rain,155,155,1,155,155,0,HOLD,NORMAL,OK
4464,2024-07-24,Filled Coffee Donut,Bakery,Afternoon,Weekday,Clear After Rain,95,95,1,95,95,0,HOLD,NORMAL,OK
4465,2024-07-24,Shawarma,Blended Full Meals,Afternoon,Weekday,Clear After Rain,345,345,1,345,345,0,HOLD,NORMAL,OK
4466,2024-07-24,Cheese Chili Garlic Bread,Share-A-Plate,Dinner,Weekday,Clear After Rain,185,195,1,185,195,10,INCREASE,HIGH,OK
4467,2024-07-24,Exotic Chicken Taco,Blended Full Meals,Dinner,Weekday,Clear After Rain,565,640,1,565,640,75,INCREASE,HIGH,REVIEW_REQUIRED
4468,2024-07-24,Grilled Ghost Pepper Fish,Blended Full Meals,Dinner,Weekday,Clear After Rain,569,650,1,569,650,81,INCREASE,HIGH,REVIEW_REQUIRED
4469,2024-07-24,Caprese Bruschetta,Share-A-Plate,Dinner,Weekday,Clear After Rain,325,360,2,650,720,70,INCREASE,HIGH,OK
4470,2024-07-24,Tiramisu,Dessert,Dinner,Weekday,Clear After Rain,300,325,1,300,325,25,INCREASE,HIGH,OK
4471,2024-07-24,Penne Rose,Pasta,Dinner,Weekday,Clear After Rain,335,350,1,335,350,15,INCREASE,HIGH,OK
4472,2024-07-24,Mushroom Chickpea Couscous Salad,Salad Bowls,Dinner,Weekday,Clear After Rain,189,215,1,189,215,26,INCREASE,HIGH,OK
4473,2024-07-24,Green Apple Mojito,Mocktails,Evening,Weekday,Clear After Rain,120,120,1,120,120,0,HOLD,NORMAL,OK
4474,2024-07-24,Iced Americano,Cold Brews,Evening,Weekday,Clear After Rain,150,150,1,150,150,0,HOLD,NORMAL,OK
4475,2024-07-24,Mocha Frappe,Frappe,Evening,Weekday,Clear After Rain,190,190,1,190,190,0,HOLD,NORMAL,OK
4476,2024-07-24,Egg Wrap,Sandwiches Burgers Wraps,Evening,Weekday,Clear After Rain,155,155,2,310,310,0,HOLD,NORMAL,OK
4477,2024-07-24,Very Berry Super Shake,Premium Shakes,Morning,Weekday,Clear After Rain,240,240,1,240,240,0,HOLD,NORMAL,OK
4478,2024-07-24,Fresh Fruit Tart,Dessert,Morning,Weekday,Clear After Rain,225,225,1,225,225,0,HOLD,NORMAL,OK
4479,2024-07-24,Truffle Chocolate Pastry,Dessert,Dinner,Weekday,Clear After Rain,285,325,2,570,650,80,INCREASE,HIGH,OK
4480,2024-07-24,Chicken Hakka Dry Chili,Share-A-Plate,Dinner,Weekday,Clear After Rain,359,360,1,359,360,1,INCREASE,HIGH,OK
4481,2024-07-24,Thai Curry Green,Blended Full Meals,Dinner,Weekday,Clear After Rain,395,450,1,395,450,55,INCREASE,HIGH,OK
4482,2024-07-24,Salted Fries,Share-A-Plate,Dinner,Weekday,Clear After Rain,149,170,1,149,170,21,INCREASE,HIGH,OK
4483,2024-07-25,Blue Ocean Mocktail,Mocktails,Evening,Weekday,Clear After Rain,160,160,1,160,160,0,HOLD,NORMAL,OK
4484,2024-07-25,Minty Cookie Cappuccino,Hot Brews,Evening,Weekday,Clear After Rain,190,190,1,190,190,0,HOLD,NORMAL,OK
4485,2024-07-25,New York Baked Cheesecake,Dessert,Dinner,Weekday,Clear After Rain,300,325,1,300,325,25,INCREASE,HIGH,OK
4486,2024-07-25,Harissa Chicken Skewers,Share-A-Plate,Dinner,Weekday,Clear After Rain,339,385,1,339,385,46,INCREASE,HIGH,OK
4487,2024-07-25,Chef's Special Pot Rice,Blended Full Meals,Dinner,Weekday,Clear After Rain,499,570,1,499,570,71,INCREASE,HIGH,REVIEW_REQUIRED
4488,2024-07-25,Salted Fries,Share-A-Plate,Evening,Weekday,Clear After Rain,149,150,1,149,150,1,HOLD,NORMAL,OK
4489,2024-07-25,Mushroom Chickpea Couscous Salad,Salad Bowls,Afternoon,Weekday,Clear After Rain,189,190,1,189,190,1,HOLD,NORMAL,OK
4490,2024-07-25,Triple Decker Sandwich,Sandwiches Burgers Wraps,Afternoon,Weekday,Clear After Rain,285,285,1,285,285,0,HOLD,NORMAL,OK
4491,2024-07-25,Pepperoni Chicken Pizza,Pizza,Dinner,Weekday,Clear After Rain,559,595,1,559,595,36,INCREASE,HIGH,REVIEW_REQUIRED
4492,2024-07-25,Carbonara,Pasta,Dinner,Weekday,Clear After Rain,450,515,2,900,1030,130,INCREASE,HIGH,REVIEW_REQUIRED
4493,2024-07-25,Hazelnut Frappe,Frappe,Evening,Weekday,Clear After Rain,190,190,1,190,190,0,HOLD,NORMAL,OK
4494,2024-07-25,Chai,Hot Beverages,Evening,Weekday,Clear After Rain,100,100,1,100,100,0,HOLD,NORMAL,OK
4495,2024-07-25,Grilled Chicken Burger,Sandwiches Burgers Wraps,Evening,Weekday,Clear After Rain,220,220,1,220,220,0,HOLD,NORMAL,OK
4496,2024-07-25,Caramel Frappe,Frappe,Evening,Weekday,Clear After Rain,190,190,1,190,190,0,HOLD,NORMAL,OK
4497,2024-07-25,Mushroom Parma Bruschetta,Share-A-Plate,Afternoon,Weekday,Clear After Rain,285,285,1,285,285,0,HOLD,NORMAL,OK
4498,2024-07-25,Grilled Chicken Burger,Sandwiches Burgers Wraps,Afternoon,Weekday,Clear After Rain,220,220,1,220,220,0,HOLD,NORMAL,OK
4499,2024-07-25,Crème Brulee,Dessert,Afternoon,Weekday,Clear After Rain,225,225,1,225,225,0,HOLD,NORMAL,OK
4500,2024-07-25,BGCLS Juice,Cold Press Juices,Morning,Weekday,Clear After Rain,280,280,2,560,560,0,HOLD,NORMAL,OK
4501,2024-07-25,Classic Eggs Benedict,Wholesome Breakfast,Morning,Weekday,Clear After Rain,280,280,1,280,280,0,HOLD,NORMAL,OK
4502,2024-07-25,Virgin Mojito,Mocktails,Dinner,Weekday,Clear After Rain,140,160,1,140,160,20,INCREASE,HIGH,OK
4503,2024-07-25,Tempura Vegetables,Share-A-Plate,Dinner,Weekday,Clear After Rain,155,155,1,155,155,0,HOLD,HIGH,OK
4504,2024-07-25,Harissa Chicken Skewers,Share-A-Plate,Dinner,Weekday,Clear After Rain,339,385,1,339,385,46,INCREASE,HIGH,OK
4505,2024-07-25,Hazelnut Hot Chocolate,Hot Chocolate,Dinner,Weekday,Clear After Rain,160,170,1,160,170,10,INCREASE,HIGH,OK
4506,2024-07-25,Carbonara,Pasta,Dinner,Weekday,Clear After Rain,450,515,1,450,515,65,INCREASE,HIGH,REVIEW_REQUIRED
4507,2024-07-25,Thai BBQ Chicken Satay,Share-A-Plate,Dinner,Weekday,Clear After Rain,355,405,1,355,405,50,INCREASE,HIGH,OK
4508,2024-07-25,Cheese Lovers Pizza,Pizza,Dinner,Weekday,Clear After Rain,635,730,1,635,730,95,INCREASE,HIGH,REVIEW_REQUIRED
4509,2024-07-25,Chimichanga,Blended Full Meals,Dinner,Weekday,Clear After Rain,255,265,2,510,530,20,INCREASE,HIGH,OK
4510,2024-07-25,Marshmallow Hot Chocolate,Hot Chocolate,Evening,Weekday,Clear After Rain,200,200,1,200,200,0,HOLD,NORMAL,OK
4511,2024-07-25,Spicy Chicken Pao,Sandwiches Burgers Wraps,Evening,Weekday,Clear After Rain,159,160,2,318,320,2,HOLD,NORMAL,OK
4512,2024-07-25,Stuffed Paratha Paneer,Wholesome Breakfast,Morning,Weekday,Clear After Rain,129,130,1,129,130,1,HOLD,NORMAL,OK
4513,2024-07-25,Paneer Bhurji Pao,Wholesome Breakfast,Morning,Weekday,Clear After Rain,160,160,1,160,160,0,HOLD,NORMAL,OK
4514,2024-07-25,Thai BBQ Chicken Satay,Share-A-Plate,Dinner,Weekday,Clear After Rain,355,405,2,710,810,100,INCREASE,HIGH,OK
4515,2024-07-25,Paneer And Cheese Quesadilla,Share-A-Plate,Dinner,Weekday,Clear After Rain,255,290,1,255,290,35,INCREASE,HIGH,OK
4516,2024-07-25,Masala Chai,Hot Beverages,Dinner,Weekday,Clear After Rain,120,130,1,120,130,10,INCREASE,HIGH,OK
4517,2024-07-25,Chocolate Walnut Brownie,Dessert,Dinner,Weekday,Clear After Rain,200,225,1,200,225,25,INCREASE,HIGH,OK
4518,2024-07-25,Café Latte,Hot Brews,Morning,Weekday,Clear After Rain,160,160,1,160,160,0,HOLD,NORMAL,OK
4519,2024-07-25,Banana Walnut Tea Cake,Bakery,Morning,Weekday,Clear After Rain,130,130,1,130,130,0,HOLD,NORMAL,OK
4520,2024-07-25,Caramel Frappe,Frappe,Afternoon,Weekday,Clear After Rain,190,190,1,190,190,0,HOLD,NORMAL,OK
